uprn,versiondate,versionavailablefromdate,versionavailabletodate,changetype,theme,description,organisationname,poboxnumber,subname,name,number,streetname,locality,townname,islandname,postcode,fulladdress,country,alternatelanguagesubname,alternatelanguagename,alternatelanguagenumber,alternatelanguagestreetname,alternatelanguagelocality,alternatelanguagetownname,alternatelanguageislandname,alternatelanguage,alternatelanguagefulladdress,floorlevel,lowestfloorlevel,highestfloorlevel,classificationcode,classificationdescription,primaryclassificationdescription,secondaryclassificationdescription,tertiaryclassificationdescription,quaternaryclassificationdescription,buildstatus,buildstatusdate,addressstatus,postcodesource,parentuprn,rootuprn,hierarchylevel,usrn,usrnmatchindicator,localcustodiancode,localcustodiandescription,lowertierlocalauthoritygsscode,easting,northing,latitude,longitude,geometry,positionalaccuracy,effectivestartdate,effectiveenddate
10094203712,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Non Addressable Object,,,FIRST FLOOR FLAT 3,THE DEPOT,,BAMPFYLDE STREET,,EXETER,,EX1 2FW,"FIRST FLOOR FLAT 3, THE DEPOT, BAMPFYLDE STREET, EXETER, EX1 2FW",England,,,,,,,,,,,,,RH01,HMO Parent,Residential,House In Multiple Occupation,HMO Parent,,Built In Use,2020-06-09,Approved,Not Postal Address,10094201747,10094201747,2,14200045,Manually Matched,1110,EXETER,E07000041,292598.20,93011.71,50.7267562,-3.5230534,POINT(292598.2 93011.71),Central Internal Position,2020-06-09,
10094200671,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,,FURSDON,,CLAPPERBROOK LANE,,EXETER,,EX2 8TE,"FURSDON, CLAPPERBROOK LANE, EXETER, EX2 8TE",England,,,,,,,,,,,,,RD02,Detached,Residential,Dwelling,Detached,,Built In Use,2017-10-25,Approved,A record which is linked to PAF,,10094200671,1,14200170,Manually Matched,1110,EXETER,E07000041,292022.21,90153.08,50.7009514,-3.5303736,POINT(292022.21 90153.08),Central Internal Position,2017-10-25,
10094203835,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,FOURTH FLOOR FLAT 22,THE DEPOT,,BAMPFYLDE STREET,,EXETER,,EX1 2FW,"FOURTH FLOOR FLAT 22, THE DEPOT, BAMPFYLDE STREET, EXETER, EX1 2FW",England,,,,,,,,,,,,,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),,Built In Use,2020-06-09,Approved,A record which is postal and has a parent record which is linked to PAF,10094201747,10094201747,2,14200045,Manually Matched,1110,EXETER,E07000041,292598.20,93011.71,50.7267562,-3.5230534,POINT(292598.2 93011.71),General Internal Position,2020-06-09,
10094200920,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,40,THE BARN,,BAMPFYLDE STREET,,EXETER,,EX1 2FQ,"40, THE BARN, BAMPFYLDE STREET, EXETER, EX1 2FQ",England,,,,,,,,,,,,,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),,Built In Use,2019-11-11,Approved,A record which is linked to PAF,10094200880,10094200880,2,14200045,Manually Matched,1110,EXETER,E07000041,292542.95,92992.95,50.7265774,-3.5238304,POINT(292542.95 92992.95),General Internal Position,2017-12-22,
10094201641,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,FLAT 203,CLIFFORD HOUSE,,STADIUM WAY,,EXETER,,EX4 6AR,"FLAT 203, CLIFFORD HOUSE, STADIUM WAY, EXETER, EX4 6AR",England,,,,,,,,,,,,,RH02,HMO Bedsit / Other Non Self Contained Accommodation,Residential,House In Multiple Occupation,HMO Bedsit / Other Non Self Contained Accommodation,,Built In Use,2019-08-07,Approved,A record which is linked to PAF,10094201584,10094201584,2,14202219,Manually Matched,1110,EXETER,E07000041,292839.08,93519.86,50.7313689,-3.5197896,POINT(292839.08 93519.86),General Internal Position,2018-07-02,
10094201790,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,8,WYNFORD GARDENS,,BOVEMOORS LANE,,EXETER,,EX2 5FN,"8, WYNFORD GARDENS, BOVEMOORS LANE, EXETER, EX2 5FN",England,,,,,,,,,,0,0.0,0.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),,Built In Use,2019-08-02,Approved,A record which is linked to PAF,10094201893,10094201893,2,14200089,Manually Matched,1110,EXETER,E07000041,294057.62,91967.82,50.7176402,-3.5020833,POINT(294057.62 91967.82),General Internal Position,2018-08-03,
10094204566,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,ROOM 9,THIRD FLOOR FLAT 28,,BAMPFYLDE STREET,,EXETER,,EX1 2FW,"ROOM 9, THIRD FLOOR FLAT 28, BAMPFYLDE STREET, EXETER, EX1 2FW",England,,,,,,,,,,,,,RH02,HMO Bedsit / Other Non Self Contained Accommodation,Residential,House In Multiple Occupation,HMO Bedsit / Other Non Self Contained Accommodation,,Built In Use,2020-06-16,Approved,A record which is identified as postal based on Local Authority information,10094203806,10094201747,3,14200045,Manually Matched,1110,EXETER,E07000041,292598.20,93011.71,50.7267562,-3.5230534,POINT(292598.2 93011.71),General Internal Position,2020-06-16,
10094201425,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,FLAT 116,COLLEGIATE WEST GATE,,FROG STREET,,EXETER,,EX1 1FE,"FLAT 116, COLLEGIATE WEST GATE, FROG STREET, EXETER, EX1 1FE",England,,,,,,,,,,,,,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),,Built In Use,2019-11-11,Approved,A record which is postal and has a parent record which is linked to PAF,10094201384,10094201384,2,14200324,Manually Matched,1110,EXETER,E07000041,291698.64,92240.16,50.7196531,-3.5355669,POINT(291698.64 92240.16),General Internal Position,2018-05-10,
10094733854,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,ROOM 2 THIRD FLOOR FLAT 3,BLOCK L EAST PARK,,RENNES DRIVE,,EXETER,,EX4 4GX,"ROOM 2 THIRD FLOOR FLAT 3, BLOCK L EAST PARK, RENNES DRIVE, EXETER, EX4 4GX",England,,,,,,,,,,,,,RH02,HMO Bedsit / Other Non Self Contained Accommodation,Residential,House In Multiple Occupation,HMO Bedsit / Other Non Self Contained Accommodation,,Built In Use,2023-06-30,Approved,A record which is identified as postal based on Local Authority information,10094732380,10094203656,4,14200704,Manually Matched,1110,EXETER,E07000041,292274.00,94141.00,50.7368482,-3.5279753,POINT(292274 94141),General Internal Position,2021-07-20,
10094733864,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,ROOM 3 THIRD FLOOR FLAT 4,BLOCK L EAST PARK,,RENNES DRIVE,,EXETER,,EX4 4GX,"ROOM 3 THIRD FLOOR FLAT 4, BLOCK L EAST PARK, RENNES DRIVE, EXETER, EX4 4GX",England,,,,,,,,,,,,,RH02,HMO Bedsit / Other Non Self Contained Accommodation,Residential,House In Multiple Occupation,HMO Bedsit / Other Non Self Contained Accommodation,,Built In Use,2023-06-30,Approved,A record which is identified as postal based on Local Authority information,10094732381,10094203656,4,14200704,Manually Matched,1110,EXETER,E07000041,292274.00,94141.00,50.7368482,-3.5279753,POINT(292274 94141),General Internal Position,2021-07-20,
10094733975,2024-05-20,2024-05-21T00:00:00.000Z,,Modified Attributes,Address,Postal Address,,,ROOM 8 SIXTH FLOOR FLAT 3,BLOCK L EAST PARK,,RENNES DRIVE,,EXETER,,EX4 4GX,"ROOM 8 SIXTH FLOOR FLAT 3, BLOCK L EAST PARK, RENNES DRIVE, EXETER, EX4 4GX",England,,,,,,,,,,,,,RH02,HMO Bedsit / Other Non Self Contained Accommodation,Residential,House In Multiple Occupation,HMO Bedsit / Other Non Self Contained Accommodation,,Built In Use,2023-06-30,Approved,A record which is identified as postal based on Local Authority information,10094732395,10094203656,4,14200704,Manually Matched,1110,EXETER,E07000041,292274.00,94141.00,50.7368482,-3.5279753,POINT(292274 94141),General Internal Position,2021-07-21,
